R,D
0.0,3.7671467155286806
0.02040816326530612,3.7111632264497434
0.04081632653061224,3.6258986386314267
0.061224489795918366,3.510530845526487
0.08163265306122448,3.3669658518893053
0.1020408163265306,3.198465990948551
0.12244897959183673,3.0091282656104044
0.14285714285714285,2.8035597964636567
0.16326530612244897,2.586616514690463
0.18367346938775508,2.363174001941704
0.2040816326530612,2.1379261759280292
0.22448979591836732,1.9152148957151445
0.24489795918367346,1.6988946619914465
0.26530612244897955,1.4922353386295362
0.2857142857142857,1.2978637005987796
0.3061224489795918,1.1177423168570213
0.32653061224489793,0.9531821935082423
0.3469387755102041,0.8048839593774954
0.36734693877551017,0.6730012912205117
0.3877551020408163,0.5572197820217941
0.4081632653061224,0.45684451879699883
0.42857142857142855,0.3708901715547067
0.44897959183673464,0.29816828621973335
0.4693877551020408,0.2373675908025799
0.4897959183673469,0.18712433699728662
0.5102040816326531,0.14608089412664618
0.5306122448979591,0.11293189742534714
0.5510204081632653,0.08645816417287606
0.5714285714285714,0.06554929357477296
0.5918367346938775,0.049216349795611236
0.6122448979591836,0.036596303597920224
0.6326530612244897,0.02695000339555072
0.6530612244897959,0.019655397172254698
0.673469387755102,0.014197572245757153
0.6938775510204082,0.010156958874427796
0.7142857142857142,0.007196790457806432
0.7346938775510203,0.005050655432539213
0.7551020408163265,0.0035107345276510207
0.7755102040816326,0.002417105299369002
0.7959183673469387,0.0016483209547094593
0.8163265306122448,0.0011133343837926553
0.836734693877551,0.0007447392426220101
0.8571428571428571,0.0004932335656867408
0.8775510204081632,0.00032317211293646697
0.8979591836734693,0.00020905542368520181
0.9183673469387754,0.000132800560081587
0.9387755102040816,8.164563709612676e-05
0.9591836734693877,4.6553194401795205e-05
0.9795918367346939,2.099294471750263e-05
1.0,0.0
